provider_id,first,middle,last,dept
2015631,Gregory,J.,Campbell,Baystate Brightwood Health Center
3182856,Deanna,,Womack,Baystate Trauma and Acute Care Surgery
1590553,James,M.,Munger,Baystate Emergency Medicine
316186,Jemimah Joella,Gracia,Jurado,Baystate Newborn Medicine
207662,Durane,K.,Walker,Baystate Infectious Disease
2330256,Jennifer,E.,Jones,Baystate Emergency Medicine
730484,Jenna,Brianne,Booker,Baystate Wing Emergency Medicine
207534,Gregory,T.,Banever,Baystate Pediatric Surgery
208845,Jennifer,Elizabeth,Wells,Pulse Anesthesia
790320,Jenna,Rose,Fairlie,Springfield Anesthesia Services
2547511,Jennifer,,Glisson,Baystate High Street Health Center Adult Medicine
2601722,Jennessa,Marie,Battaini,"Daryle A. Ruark, M.D. Orthopedic Surgeon, P.C."
356687,Jennifer,,Hixon,Baystate Convenient Care
207594,Jennie,E.,Fleming,Baystate Newborn Medicine
207212,Jennifer,J.,Schimmel,Baystate Infectious Disease
207492,Jennifer,A.,Hadro,"Radiology and Imaging, Inc."
361817,Gretchen,E.,Loebel,Baystate Medical Practices Pioneer Womens Health
2102968,Gretchen,,Peery,Baystate Vascular Services
678553,Jesse,Rachal,Ridgway,Division of Midwifery & Community Health
2247999,Gunjan,,Banga,Baystate Pediatric Cardiology
208857,Jennifer,A.,Hallowell,"Baystate Ob/Gyn Group, Inc."
3182864,Gabriela,,Goloman,BMP Hospital Medicine
1287340,Jesse,T.,Casaubon,Baystate Surgical Oncology & Breast Specialists
2594126,Jennifer,,Bolton,Baystate Emergency Medicine
208551,Gregory,B.,Park,"Pioneer Spine and Sports Physicians, P.C."
208234,Jessica,A.,Bartlett,Baystate General Surgery
1672832,Jennifer,,Caraballo,Baystate Behavioral Health - Child Outpatient
207237,Jessica,A.,Wozniak,Baystate Family Advocacy Center
1852391,Giovanna,,Craveiro-Setaro,Baystate Newborn Medicine
1815337,Jessica,E.,Daniels,Baystate Behavioral Health - Adult Outpatient
250508,Gary,E.,Russolillo,"Gary E. Russolillo, MD, PC"
207957,Jessica,Lee,Bean Jaworski,Baystate Behavioral Health - Neuropsychology
208697,Gerald,S.,Steinberg,"Pioneer Continuing Care Providers, PC"
2675454,Jessica,M.,Powers,Baystate Emergency Medicine
208280,Jeffrey,J.,Jones,West Brookfield Family Practice
208079,Jeffrey,A.,Livingston,Baystate Behavioral Health - Griswold Center
2290984,Jillian,A.,Dodge,Baystate Women’s Health OB/GYN
208435,James,T.,Buffum,Pioneer Valley Cardiology Associates
1921576,Jelena,,Urbanski,BMP Hospital Medicine
207218,Gary,F.,Rockwell,Baystate Newborn Medicine
207173,Janet,L.,Kaplan,Division of Midwifery & Community Health
209239,Gary,J.,Nielan,Pediatric & Adolescent Medicine
1670092,Jamie,Brickley,Miller,Baystate General Pediatrics
207698,Jamie,Lee,Horton,Baystate Emergency Medicine
207400,Janhvi,R.,Nimbalkar,BMP Hospital Medicine
209456,Jay,S.,Fleitman,"Jay S. Fleitman, M.D., F.C.C.P"
207331,Gavin,R.,Budhram,Baystate Emergency Medicine
1949864,Jamie,,Schwarz,Baystate Mason Square Neighborhood Health Center
209134,Giovanna,M.,Crisi,Baystate Pathology
2073025,Jamie,Thomas,Coffin,"Pioneer Spine and Sports Physicians, P.C."
209296,Jamil,H.,Abbasy,"Jamil Abbasy, D.M.D."
361516,Jamison,A.,Bradshaw,Baystate Behavioral Health - Adult Psychiatric Treatment Unit
208797,Jana,M.,Cable,Baystate Newborn Medicine
208874,Jane,S.,Lyman,"Jane S. Lyman, D.P.M."
2591811,Janeena,Joy,Ieraci,Baystate Cardiac Surgery
208967,James,L.,Mugford,"Orchard Medical Associates, LLC"
1592344,Janery,M.,Negron,Baystate Family Advocacy Center
208368,Janet,G.,Swierzewski,Baystate Pulmonary
209606,Christopher,H.,Peteros,New England Foot Specialists
2930616,Charlotte,W.,Cipparone,Baystate Urogynecology
2483868,Ebrahim,,Barkoudah,BMP Hospital Medicine
2304912,Christopher,F.,Allison,Baystate Emergency Medicine
616038,Christian,,Sikora,BMP Hospital Medicine
208005,Christopher,C.,Moore,"Radiology and Imaging, Inc."
316189,Christa,M.,Morris,"Pediatric Associates of Hampden County, Inc."
2631723,Erika,Frances,Prouty,Baystate High Street Health Center Adult Medicine
1992053,Christopher,A.,Badalucco,"Radiology and Imaging, Inc."
209104,Erik,V.,Meunier,"Valley Podiatry Associates, P.C."
209579,Childs,R.,Art,Northern Berkshire Pediatrics
207259,Erik,S.,Rhodes,"Radiology and Imaging, Inc."
209518,Chester,,Andrzejewski,Baystate Pathology
207906,Carolyn,S.,Goldstein,Baystate General Pediatrics
1257751,Eric,D.,McFeely,Baystate Pediatric Hospital Medicine
207342,Cheryl,B.,Greenstein,Baystate Emergency Medicine
2056155,Eric,D.,Lederman,Baystate Wound Care and Hyperbaric Medicine
2684239,Cheryl,Anne,Gorton,Baystate Women’s Health OB/GYN
207402,Carly,A.,Detterman,Baystate Midwifery and Women's Health
209132,Cherrie,C.,Chua,Pediatrics and Adolescent Medicine
207639,Carlos,M.,Valdes,"Radiology and Imaging, Inc."
2246045,Chelsea,N.,Green,Baystate Emergency Medicine
789473,Chelsea,E.,Robitaille,Baystate Convenient Care
2622359,Cam,Tu,Francescone,Baystate Gastroenterology
207226,Ennis,J.,Duffis,Baystate Neurology
968779,Chelsea,A.,May,Baystate Employee Health Services
207366,Emmanuel,,Gonzalez-Rosado,BMP Hospital Medicine
207299,Caitlin,Clare,Miller,Baystate Medical Practices Pioneer Womens Health
524823,Caeli,A.,Russell,Baystate Emergency Medicine
2002091,Emma,M.,Wood,Baystate Medical Practices Greenfield Family Medicine
2441346,Emma,M.,Jones,Baystate Home Health
207663,Christine,L.,Bryson,BMP Hospital Medicine
2304894,Emily,,Wang,BMP Hospital Medicine
208831,Christine,G.,Whalen,Whalen and Whalen
208565,Erika,W.,LaChance,Baystate Pediatric Hospital Medicine
207555,Charlotte,M.,Boney,Baystate Pediatric Endocrinology & Diabetes
2552024,Emily,,Troczynski,Baystate Emergency Medicine
209411,Charlotte,Harward,Miller,Trinity Health of New England Medical Group
2572616,Emily,McKenna,Clough,BMP Hospital Medicine
1708053,Chatchai,,Kokar,"Valley Medical Associates, P.C."
2010742,Emily,M.,Zametkin,Baystate Palliative Care Inpatient Service
2330267,Charles,E.,Brown,Springfield Anesthesia Services
208523,Charles,W.,Cahill,Baystate Women’s Health OB/GYN
2528965,Emily,Danielle,Chute,Baystate Pediatric Emergency Medicine
208793,Charles,R.,Swenson,"Charles R. Swenson, M.D."
1650994,Emily,Caroline,Stout,Baystate Palliative Care Inpatient Service
207739,Chandravathi,,Loke,Baystate Hematology Oncology
1534720,Catherine,Ann,Ruell,Baystate Midwifery and Women's Health
266173,Emily,Annette,Jackson,Baystate Midwifery and Women's Health
2594130,Cassidy,L.,Carpenter,Baystate Emergency Medicine
207458,Evan,Y.,Lau,Baystate Cardiology
1671021,Chandra,C.,Hartman,Baystate Medical Practices Greenfield Family Medicine
208479,Cassandre,S.,Victor-Vega,Springfield Anesthesia Services
1441502,Cassandra,,Hawk,Baystate Audiology
208795,Evan,P.,Cwass,"Western Mass Podiatry Associates, P.C."
229712,Corina,N.,Schoen,Baystate Maternal Fetal Medicine
2598281,Casey,J.,Lenderman,Baystate Behavioral Health - Adult Psychiatric Treatment Unit
1399978,Emily,S.,West,New England Dermatology & Laser Center
1985795,Casey,I.,Fein,"Northampton Area Pediatrics, LLP"
741863,Evan,,Minkin,Baystate Critical Care Medicine
2730072,Charlene,,Dong,Baystate Endocrinology
2782961,Colleen,Rosemarie,Barker,Baystate High Street Health Center Adult Medicine
209543,Erin,E.,Watson,"Pioneer Spine and Sports Physicians, P.C."
2058330,Curshelle,Ruth,Floyd,Baystate Midwifery and Women's Health
2594118,Brendon,E.,Kinsley,Baystate Emergency Medicine
359764,Erin,M.,Johnson,Baystate Behavioral Health - Adult Outpatient
208437,Elizabeth,A.,Schwartz,East Point Foot and Ankle PC
207824,Booker,T.,Bush,Baystate High Street Health Center Adult Medicine
209577,Elizabeth,A.,Rist,Baystate Gynecologic Oncology
208734,Bonnie,Lynn,Kasal,Springfield Anesthesia Services
354085,Crista,Marie,Callaghan,Baystate Longmeadow Primary Care
207718,Blake,A.,Spirko,Baystate Emergency Medicine
2678206,Cris,Martin Pacis,Jacoba,Longwood Eye
207633,Beth,L.,Carter,Baystate Pediatric Hospital Medicine
2631724,Benjamin,P.,Johnson,Baystate Trauma and Acute Care Surgery
1208753,Benjamin,J.,Saunders,Baystate Neurology
207394,Benjamin,J.,Freda,BMP Hospital Medicine
364584,Benjamin,J.,Church,Baystate Emergency Medicine
355049,Elizabeth,A.,Otmaskin,"Baystate Ob/Gyn Group, Inc."
356812,Cecily,D.,Wiswall,Baystate Mason Square Neighborhood Health Center
209069,Christina,Alves,Bahgat,Pioneer Valley Plastic Surgery
2639808,Benjamin,J.,Bovell-Ammon,Baystate Mason Square Neighborhood Health Center
323840,Christina,E.,Fitch,Baystate Home Health
209172,Benjamin,J.,Barnes,Baystate Neurology
207279,Elizabeth,A.,Eagleson,Baystate Brightwood Health Center
208256,Benjamin,C.,Dickert,Springfield Podiatry Associates
209291,Elinor,Dickey,Kelliher,"Pediatric Associates of Hampden County, Inc."
2598275,Christina,Gail,Provenza,Baystate General Surgery
208505,Beata,J.,Tyminska-Paluchowska,Pediatric Care Associates
363536,Eileen,M.,Berge,Baystate Community Palliative Care
2970345,Cameron,Michael,Card,Shriners Hospital for Children
207249,Eileen,A.,Whalen,Baystate Noble Emergency Medicine
3182869,Colton,,Conrad,Baystate Emergency Medicine
207804,Barry,M.,Rodstein,Baystate Physical Medicine & Rehabilitation
3143397,Carly,R.,Kimball,Baystate Pediatric Hospital Medicine
1208756,Cyrus,,Safizadeh,Hampshire Meadow Family & Pediatric Dentistry
207410,Barry,D.,Sarvet,Baystate Behavioral Health - MCPAP Program
209471,Cynthia,M.,Lucas,Baystate General Surgery
357021,Barbara,S.,Edelheit,Connecticut Children's Medical Center
209160,Cynthia,M.,Galavotti,New England Foot Specialists
208581,Barbara,,Clay,Baystate Newborn Medicine
2678205,Cynthia,D.,Thomas,Holyoke Health Center
207827,Barbara,A.,Kelly,Baystate Newborn Medicine
3154760,Ellen,T.,Lambert,"Baystate Primary Care, Westfield"
208809,Barbara,A.,Greco,Baystate Nephrology
3015159,Emily,Rose,Norman,Baystate Emergency Medicine
208805,Brett,C.,Hynninen,"Pioneer Spine and Sports Physicians, P.C."
2744790,Elisa,,Lafayette,Baystate Emergency Medicine
208661,Brett,G.,Murphy,Springfield Anesthesia Services
2731685,Erica,,Sinni,"Springfield Anesthesia Service, Inc."
208899,Craig,E.,Collins,Springfield Anesthesia Services
208714,Brian,C.,Martin,Springfield Anesthesia Services
2731686,Ernesto,G.,Gonzalez,Baystate Wesson Women's Clinic
1535267,COVID-19,,Vaccine,COVID 19 information
209531,Erin,K.,Regan,Baystate Emergency Medicine
2330259,Bryan,E.,Lee,Baystate Hematology Oncology
2820085,Elizabeth,W.,Bizier,Shriners Hospital for Children
208454,Bruce,I.,Wintman,The Hand Center of Western Massachusetts
209102,Burritt,L.,Haag,"Pioneer Valley Surgical Associates, P.C."
207772,Eugene,,Kang,"Radiology and Imaging, Inc."
2364533,Bryan,Eugene,Biondi,"Pioneer Spine and Sports Physicians, P.C."
250506,Esteban,A.,DelPilar-Morales,Baystate Infectious Disease
207910,Bruce,David,Waslick,Baystate Behavioral Health - MCPAP Program
2624706,Brooke,B.,Redmond,Baystate Newborn Medicine
1985605,Brittany,Lynn,Chew,Baystate Emergency Medicine
2729494,Elizabeth,K.,Vernon,Baystate Behavioral Health - Neuropsychology
366109,Eimear,M.,O'Loughlin,NO PRACTICE GROUP
2586061,Eva,,Yagudaev,Baystate General Pediatrics
207496,Eugene,F.,Boss,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
361542,Brittany,L.,Halbardier,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
237279,Brittany,J.,Czarick,"Ear, Nose & Throat Surgeons of WNE, LLC"
1651003,Emanuel,Omar,Parrilla,Baystate High Street Health Center Adult Medicine
303805,Brittany,I.,Bausch,Baystate Mason Square Neighborhood Health Center
208607,Balaji,Padmanaban,Athreya,Kidney Associates
2681868,Bridget,L.,Nelson,Baystate Cardiology
1985809,Brianna,Siobhan,Carey,Baystate Behavioral Health - Psychiatry Consultation Services
820516,Brian,S.,Wasserman,Baystate Cardiology
207730,Brian,S.,Bourgeault,Baystate High Street Health Center Adult Medicine
361567,Brian,,Pickell,Baystate Behavioral Health - Griswold Center
361323,Brian,M.,Fry,"Daryle A. Ruark, M.D. Orthopedic Surgeon, P.C."
208915,Brian,J.,Banker,Baystate Mason Square Neighborhood Health Center
2552025,Brian,D.,Thompson,Baystate Emergency Medicine
885679,Brian,C.,Priest,Baystate Vascular Services
2304893,Brianne,S.,Kumar,Baystate Behavioral Health - Adult Outpatient
209679,Brian,K.,Bredvik,"Springfield Eye Associates, Inc."
207354,Brian,J.,Hession,Baystate Noble Emergency Medicine
2237978,Baystate Health,,Mammography - Springfield,Baystate Health Mammography
2237975,Baystate Health,,Mammography - South Hadley,Baystate Health Mammography
2237977,Baystate Health,,Mammography - Northampton,Baystate Health Mammography
2237976,Baystate Health,,Mammography - Longmeadow,Baystate Health Mammography
2237979,Baystate Health,,Mammography - Greenfield,Baystate Health Mammography
2237974,Baystate Health,,Mammography - Enfield,Baystate Health Mammography
2237982,Baystate,,Blood Donor Program,Baystate Blood Donor Program
1441492,Baystate Audiology -,,Springfield,Baystate Audiology
1441493,Baystate Audiology -,,Palmer,Baystate Audiology
2237981,Baystate Health,,Mammography - Palmer,Baystate Health Mammography
1441489,Baystate Audiology -,,Greenfield,Baystate Audiology
207762,Barry,Zev,Hirsch,Baystate Pediatric Gastroenterology & Nutrition
208677,Barry,Z.,Izenstein,Endocrine Associates of Western Massachusetts. P.C.
2970350,Bridie,J.,Curran,Baystate High Street Health Center Adult Medicine
2970353,Brent,R.,Schell,BMP Hospital Medicine
2970356,Brittany,D.,Canfield,Baystate Neurology
2721523,Bernice,Adom,Danso,"Springfield Anesthesia Service, Inc."
3015158,Benjamin,,Iapaluccio,Baystate Cardiac Surgery
3094686,Brianna,Elyse,Johnston,BMP Hospital Medicine
2930617,Brittany,E.,Mullett,Baystate Physical Medicine & Rehabilitation
209346,Batya,,Cohen,Baystate Emergency Medicine
3143387,Brittany,,Eliason,Baystate Emergency Medicine
2237980,Baystate Health,,Mammography - Westfield,Baystate Health Mammography
209216,Brian,J.,Binnall,Baystate Cardiac Surgery
208033,Brenda,,Temblador,Baystate Behavioral Health - Adult Outpatient
1597602,Brandon,Christopher,Dube,Springfield Anesthesia Services
208596,Bradley,H.,Staehle,"Radiology and Imaging, Inc."
208486,Elizabeth,A.,Armstrong,Baystate Family Medicine – Northampton
791885,Eliza,M.,Martel,Baystate Cardiology
209605,Elam,,Safi,"Elam Safi, MD"
355476,Edward,,Kelly,Baystate Trauma and Acute Care Surgery
2287369,Eduardo,R.,Nunez,Baystate Critical Care Medicine
207580,Eduardo,Arturo,Rosadio Valladares,Baystate Mason Square Neighborhood Health Center
362163,Ediz,F.,Cosar,Baystate Pathology
208767,Elizabeth,L.,Rose,Baystate Wesson Women's Clinic
2010851,Eva,Hong,Nunlist,Baystate Pediatric Cardiology
2012173,Emily,Ann,Lambert,Baystate Convenient Care
2592085,Ethan,Aaron,Eisdorfer,Baystate Medical Practices Greenfield Family Medicine
2188636,Estevan,A.,Garcia,Baystate Emergency Medicine
524822,Erin,J.,Salvador,Baystate Palliative Care Inpatient Service
2622377,Erica,,Jessen,Baystate Emergency Medicine
209533,Erica,H.,Kates,"Holyoke Pediatric Associates, LLP"
1400029,Erica,Grace,Silk,New England Dermatology & Laser Center
2417287,Eric,Jonathan,Hebert,Baystate Newborn Medicine
207670,Eric,C.,Churchill,Baystate High Street Health Center Adult Medicine
208452,Emmah,Wanjiru,Luvinzu,Baystate Neurology
759072,Emily,C.,Urquhart,Baystate Medical Practices Greenfield Family Medicine
2631360,Ellen,Elizabeth Haynes,Johnson,Baystate Behavioral Health - Neuropsychology
208070,Ellen,A.,Murphy-Mancini,Baystate Behavioral Health - Griswold Center
359121,Ella,Sylvia,Sussman,Baystate Behavioral Health - Psychiatry Consultation Services
208027,Elizabeth,M.,Schoenfeld,Baystate Emergency Medicine
2355277,Elizabeth,M.,Bechthold,Baystate Neurology
2591223,Elizabeth,,Langmore-Avila,NO PRACTICE GROUP
207919,Elizabeth,E.,Boyle,Baystate Mason Square Neighborhood Health Center
207386,Elizabeth,D.,Baker,Baystate Newborn Medicine
2528964,Elizabeth,Ann,McNichol,New England Dermatology & Laser Center
3094676,Emily,M.,Schaffer,Baystate Emergency Medicine
207665,Chrystal,A.,Wittcopp,Baystate General Pediatrics
952693,Connie,,Leung,"Baystate Primary Care, Palmer"
749437,Christopher,S.,Mudge,"Radiology and Imaging, Inc."
209550,Emad,H.,Eskander,Dr E H Eskander and Associates
208605,Elzbieta,,Zlobicka,Baystate Neurology
207470,Christopher,R.,LaChance,BMP Hospital Medicine
1569394,Elliot,,Derricotte,BMP Hospital Medicine
2248409,Claudia,V.,Hill,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
209206,Christopher,R.,Keroack,New England Center for Functional Medicine
208296,Elliot,B.,Greenberg,"Baystate Ob/Gyn Group, Inc."
208591,Claudia,T.,Martorell,"Claudia T. Martorell, M.D., LLC"
232677,Christopher,R.,DeSesa,McNally Brothers Oral Surgery
2586060,Claudia Rebekka,,Vogelgsang,Baystate General Pediatrics
209218,Christopher,J.,Ollari,"Baystate Ob/Gyn Group, Inc."
2171768,Clarese,Marie,Basile,Baystate Behavioral Health - Greenfield Inpatient
207591,Christine,A.,McKiernan,Baystate Pediatric Critical Care Medicine
582745,Clara,Eileen,Sanders,Springfield Anesthesia Services
611407,Christine,A.,Marrese,Baystate Pediatric Hospital Medicine
363626,Elka,A.,Cloke,Baystate Brightwood Health Center
207383,Christina,,Tardiff-Weatherbee,Baystate Vascular Services
208960,Cathy,Marie,Martin,Baystate Cardiac Surgery
207365,Elizabeth,W.,Ramlow,Baystate Medical Practices Pioneer Womens Health
2055642,Cory,Parker,Andrus,Baystate Emergency Medicine
207524,Cathryn,,Kokonowski,Baystate Medical Practices Pioneer Womens Health
3096335,Courtney,L,Fraser,Baystate Medical Genetics
208517,Catherine,P.,Reidy,Springfield Anesthesia Services
250476,Elizabeth,M.,Peacock-Chambers,Baystate General Pediatrics
208626,Catherine,M.,Hegarty,Springfield Medical Associates
207287,Elizabeth,M.,LaChapelle,BMP Hospital Medicine
207498,Catherine,Henry,Tipton,Baystate Surgical Oncology
2015637,Emilee,Bess Head,Lazo,Baystate Midwifery and Women's Health
244954,Cortney,C.,Haynes,Baystate Mason Square Neighborhood Health Center
207276,Elizabeth,M.,Cherella,Trinity Health of New England Medical Group
208851,Catherine,Browne,O'Brien,Springfield Anesthesia Services
209644,Elizabeth,J.,Pecoy-Whitcomb,Baystate Employee Health Services
2585501,Elizabeth,,Evans,NO PRACTICE GROUP
457031,Carla,R.,Sterling,Baystate Emergency Medicine
207669,Cary,M.,Dash,Baystate Longmeadow Primary Care
209629,Colette,A.,Haag-Rickert,"Fitzpatrick, Moran, Costa, Haag-Rickert, LLP"
363644,Carla,F.,Jacobs,BMP Hospital Medicine
209084,Carter,B.,Tallman,Arthritis Treatment Center
1399642,Carey,E.,Darnell,BMP Hospital Medicine
2298230,Colby,W.,Nixon,BMP Hospital Medicine
2681850,Carolynn,,Hastie,Baystate Convenient Care
727888,Celene,Olanyk,Boyce,Baystate Trauma and Acute Care Surgery
3143396,Caleb,J.,Noone,Baystate Emergency Medicine
207899,Claire,E.,Magauran,Baystate Infectious Disease
2731771,Christopher,Pablo,Diaz,Pediatric Services of Springfield
1985798,Carolyn,G.,Garcia,Baystate Pulmonary
3104678,Catherine,Rachel,Murphy,Baystate Pediatric Infectious Diseases
208589,Carol,J.,Richardson,BMP Hospital Medicine
209502,Christopher,J.,Ladner,"Radiology and Imaging, Inc."
3094678,Caitlin,M.,Farrell,Baystate Emergency Medicine
207674,Carlos,M.,Flores,Baystate Brightwood Health Center
207224,Christina,Marie,Collins,Baystate Vascular Services
2931279,Carly,M.,Walz,Cornerstone Kids Dentistry
207999,Carolyn,E.,Delk,Baystate Women’s Health OB/GYN
316408,Cemil,M.,Erdem,Baystate Emergency Medicine
2594117,Cesar,A.,Perozo Olivero,"Springfield Anesthesia Service, Inc."
730554,Chadd,R.,Baer,BMP Dept. of Surgery (Orthopedics)
1000974,Colin,S.,Cooper,New England Orthopedic Surgeons
207746,William,E.,Soares,Baystate Emergency Medicine
207562,Tenielle,Marie,Langevin,Baystate Newborn Medicine
209327,Tea,Gurami,Kodua,BMP Hospital Medicine
3104677,Sara,,Mohsin,Baystate Medical Practices – Adult Medicine – South Hadley
207586,Walter,J.,Kilpatrick,Baystate Behavioral Health - Psychiatry Consultation Services
2591265,Tayyab,,Rahil,NO PRACTICE GROUP
553639,Sudeep,K.,Siddappa Malleshappa,Baystate Hematology Oncology
207471,Wilson,C.,Mertens,Baystate Hematology Oncology
207630,Stuart Alan,,Anfang,Baystate Behavioral Health - Adult Outpatient
209450,Terri,S.,Gardner,Baystate Preoperative Clinic
2417584,William,,Lapin,Connecticut Children's Medical Center
209389,Steven,J.,Covici,"Steven J. Covici, M.D."
208319,William,J.,Belcastro,"Dr. James Haines and Dr. William Belcastro, PTR"
2624708,Tara,Marie,Formisano,Baystate Wesson Women's Clinic
2244974,Sophia,Rose,Hayward,Baystate Infectious Disease
2590587,Tara,,Lagu,NO PRACTICE GROUP
365668,Wendy,E.,Kwartin,Baystate Women’s Health OB/GYN
2031358,Tanya,Lee,Bailey,Baystate Wesson Women's Clinic
2386348,Tanner,Mark,Bzdel,BMP Hospital Medicine
355289,Wendelin,K.,Reymond,Baystate Convenient Care
208770,Wayne,,Hioe,Baystate Franklin Medical Center
2933647,Talal,,Dahhan,Baystate Pulmonary
208216,Spencer,L.,Haller,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
3143389,Taylor,D.,Abegg-Lawrence,"Springfield Anesthesia Service, Inc."
207304,Stanley,D.,Strzempko,Baystate Noble Emergency Medicine
1597681,Thomas,A.,Burgess,Baystate Emergency Medicine
209092,Wayne,H.,Duke,Baystate Pathology
208184,Stanley,F.,Glazer,New England Dermatology & Laser Center
2382486,Warren,P.,Shepherd Jr.,"Radiology and Imaging, Inc."
207472,Stanley,M.,Polansky,"Radiology and Imaging, Inc."
207873,Tara,M.,Catanzano,"Radiology and Imaging, Inc."
2583520,Stephanie,Ann,Ayala,Baystate Emergency Medicine
365438,Tessa,L.,Smit,Baystate Plastic Surgery
2594112,Theodore,J.,Zervas,Zervas Dentistry PLLC
357477,Wael,N.,Sayej,Baystate Pediatric Gastroenterology & Nutrition
683782,Stephanie,L.,Lagoy,Baystate Cardiac Surgery
209276,Thirza,C.,Lareau,Pediatric & Adolescent Medicine
209698,Winthrop,F.,Whitcomb,"Winthrop F. Whitcomb, M.D."
2552026,Stephanie,Lyn,Brockert,Baystate Neurosurgery
207971,Zachary,A.,Marowitz,Baystate Behavioral Health - Neuropsychology
207987,Stephanie,M.,Daly,Baystate Behavioral Health - Child Partial Hospital Program
1664749,Stephanie,Nicole,Roy,Baystate Emergency Medicine
2622366,Zaid,Ali A.,Alhelal,BMP Hospital Medicine
207575,Thampi,K.,Ampadi,Baystate General Surgery
867458,Stephen,H.,Contompasis,Baystate Developmental Behavioral Pediatrics
209441,Tatiana,V.,Bendioukova,Baystate Brightwood Health Center
2148929,Tatiana,,Parker,"Pioneer Valley Urology, P.C."
2681862,Zaid,,Obaida,Baystate High Street Health Center Adult Medicine
208712,Stephen,J.,Gallo,"Pioneer Valley Urology, P.C."
1844823,Steven,Duong,Nguyen,Maxillofacial & Implant Surgery of Western Mass
942785,Steven,Frank,Singley,Springfield Anesthesia Services
208412,Ziv,,Corber,Springfield Anesthesia Services
2417283,Tanisha,Lee,Camacho Rodriguez,"Baystate Primary Care, Feeding Hills"
300451,Steven,,Franks,Trinity Health of New England Medical Group
2304902,Zoha,,Khan,BMP Hospital Medicine
896925,Taniesha,L.,Burton,Baystate Behavioral Health - Griswold Center
209386,Steven,H.,Goldsher,"Steven H. Goldsher, D.D.S."
2622368,Tammy,,Kane,Pulse Anesthesia
1650701,Sanjay,,Timilsina,BMP Hospital Medicine
209378,Tammie,Ann,Black,"Valley Podiatry Associates, P.C."
2598286,Sanjay,,Paudel,BMP Hospital Medicine
207190,Tammi,,Ouimette,Baystate General Surgery
2622354,Zachary,,Herrmann,Baystate Behavioral Health - Adult Outpatient
209361,Sandra,J.,Rae,Pioneer Spine and Sports Physicians
2583517,Sandipan,,Chakraborty,BMP Hospital Medicine
207535,Tala,R.,Elia,Baystate Emergency Medicine
207375,Sarita,,Singh,BMP Hospital Medicine
446292,Tahmina,,Begum,BMP Hospital Medicine
207796,Satoko,,Igarashi,Baystate Pediatric Hospital Medicine
209637,Tae-Hyong,,Kim,Baystate Emergency Medicine
2290973,Saurabh,D.,Kejriwal,BMP Hospital Medicine
208698,Thomas Bickford,K.,Hewitt,CleanSlate Center
208733,Scot,A.,Millay,Baystate Noble Emergency Medicine
366287,Scott,A.,Bissell,"Daryle A. Ruark, M.D. Orthopedic Surgeon, P.C."
353616,Zachary,M.,Testo,Baystate Emergency Medicine
208021,Scott,A.,Siege,Baystate Medical Practices Quabbin Pediatrics Medicine
2148934,Thomas,Andrew,Lemay,"Springfield Anesthesia Service, Inc."
208361,Scott,K.,Switzer,Springfield Anesthesia Services
207225,Xiao,J.,Liu,BMP Hospital Medicine
2149656,Tavish,,Nanda,"Retina Consultants, P.C."
207970,Shadi,,Zaghloul,Baystate Behavioral Health - Child Outpatient
207441,Scott,M.,Barnett,Baystate Longmeadow Primary Care
763798,Vittal,R.,Setru,BMP Hospital Medicine
209048,Shantilal,,Kenia,"Caring Health Center, Inc."
231453,Sean,J.,Robinson,Springfield Anesthesia Services
2248023,Vishali,A.,Ramsaroop,Baystate Critical Care Medicine
207460,Seth,A.,Kaufman,Baystate Radiation Oncology
208579,Sarit,Naomi,Shatken-Stern,Baystate Medical Practices Pioneer Womens Health
209342,Vishal,R.,Kuchaculla,IPC Hospitalists of New England
1090047,Sharada,,Paudel,Baystate Convenient Care
209010,Shaji,P.,Daniel,Kidney Associates
354301,Viorika,,Nelson,Baystate Clinical Research
209544,Shamim,A.,Najeebi,"Mercy Medical Group, Inc"
2483872,Shamini,,Kirupananthan,Baystate Wesson Women's Clinic
2304908,Shamvil,,Panjwani,BMP Hospital Medicine
207805,Shan,,Li,"Radiology and Imaging, Inc."
207898,Shannon,,Kay,Baystate Developmental Behavioral Pediatrics
2619365,Shareef,,Jandali,The DIEP Group CT LLC
1135224,Sharjeel,,Panjwani,Baystate Neurology
669958,Sharon,Ariela,Weintraub,Baystate Midwifery and Women's Health
208469,Vincent,M.,Biggs,Holyoke Health Center
209138,Sheila,M.,Greenlaw,New England Dermatology & Laser Center
208647,Sharon,A.,MacMillan,"Associates in Women's Health Care, PC"
1441495,Sheila,,Tzoumas,Baystate Audiology
207687,Shelby,L.,Hyvonen,Baystate Behavioral Health - Child Outpatient
2608940,Vincent,Joseph,Mariano,Baystate High Street Health Center Adult Medicine
1407915,Shalina,,Wray,Baystate Behavioral Health - Griswold Center
207977,Vilma,B.,Carlone,Baystate Endocrinology
360583,Sharon,,Baribeau,Baystate Infectious Disease
2594128,Sarah,,McHugh,Baystate Emergency Medicine
358809,Vikram,A.,Grewal,"Hampden & Franklin County Cardiovascular Associates, PC"
2549929,Sarah,L.,Germani,"Pioneer Valley Pediatrics, Inc."
